Date,Rating,User,Review
13-Feb-19,5,freddy simon,"So Happy Shopping at Tokopedia.. Good Quality, Good Product.. Thank U So Muuuch!!!"
13-Feb-19,4,Wendy Kertanegara,Good application to find your goods needs. From automotive into electricity bill
13-Feb-19,5,anita halim,"most easy to use e-commerce app, one of my favorite"
13-Feb-19,5,Ista Awlia,"simple, easy to use and mudah dimengerti."
13-Feb-19,5,Khussy Rao,I love the apps. User friendly
13-Feb-19,5,fasih anwar,five star for electric Bill because so much diskon
13-Feb-19,1,Rinaldo Asalui,suddenly keep crashing and profile is unable to be load. Please kindly check
13-Feb-19,5,Titis Mahardyastuti,better than it's competitor a.k.a sh***e
13-Feb-19,5,Herman H,Best Online Shopping in Indonesia
13-Feb-19,5,Alex Santana,get more benefit for my daily solutions
14-Feb-19,1,A Google user,"are you sure this one is user choice????? i been using tokopedia for quite sometime but this particular today error is upsetting. i have trying to log in, the app said that my password is wrong. and i have been try to change password two times by my email account. and i try to log in again the app s...Full Review"
14-Feb-19,2,Aulia Irawan,"At last I installed the app, hoping it would be more helpful than opening the browser every time I want to buy something. But nope. The app doesn't function well. First time I tried to sign I couldn't get my OTP sent to me either by SMS or phone call. 5 times trials, I chose other sign in option, an...Full Review"
14-Feb-19,2,Febrianto Nugroho,"Flash sale is scam? How I can get the flash sale when the app suddenly kicked out my account and then I cant log in until waiting for 1hour and 15 minutes. I used this app for a long time, but today make me feels bad for this app"
14-Feb-19,2,Yogi Ariewibowo,"Been trying to access my toped account few times today, but every time i try the apps said that i need to log in, and need verification, but I still can't access it even when my password or OTP is right, it worst.. bad experience"
14-Feb-19,5,Stephanus AD,"A helpful online market. You will found almost everything from offline store. price great, delivery ok."
14-Feb-19,1,Woddy Almasy,"Today (Feb 14, 2019), My account can't login. Why...???"
14-Feb-19,5,Evert Politton,"So far, I'm satisfied of the service[s].."
14-Feb-19,1,eko satria,"auto logout and cant login, pls turn off your autologoff at the next update"
14-Feb-19,5,Fajar Vira,Good Place to online Shopping with many coupons and Sale..
14-Feb-19,5,Frina Tetsuya,"easy to used, to sell and to buy stuff, save for online payment."
14-Feb-19,5,Buddy Satrio,app its great...very easy an seller reseller its friendship...
14-Feb-19,5,Lie Ecclesius,Best Marketplace Shopping Experience. Great UI & UX
14-Feb-19,5,Priza Anggara,one of the local e-commerce best apps
14-Feb-19,5,Vin Elsa,Very good buy and sell apps
14-Feb-19,5,MikhaelMahardhika StudioWorks,"Great app, great experiences."
14-Feb-19,5,A Google user,so many cash back.. everyday shopping
14-Feb-19,5,Enny Yulie,most efficient and reliable
14-Feb-19,1,Andre Sugiharto,ERROR... fix this ASAP. please
15-Feb-19,1,James Pang,"I bought Tumi bag advertised as Original, but shipped with a replica after the official store verfied it... and filed the complain but the Tokopedia admin said he cannot tell it's fake or not!!!! of course he cannot, it's a replica. I put pictures and tracing number. but as dumb as he is, still no c...Full Review"
15-Feb-19,5,Wil Ten,"Great experience shopping with tokopedia, although the promotion is not as good as before with lot of cashback, etc, but imho the best online market in indonesia."
15-Feb-19,5,Willy Wijaya,"Love this app, the best marketplace in Indonesia. Use this app on daily basis, it offers many promotion in commerce and bill payment."
15-Feb-19,5,Roy Sitorus,"nice app.... so many marketplace in this app. But tokopedia need a good IT team, this apps crashing many times."
15-Feb-19,5,Marvella von Marv,"Love the completeness of this app. I can buy stuff and delivered to my house, so easy. I can pay my bills, top up e-money, and buy gold here. Super App 😁👍 Keep making improvement of the service"
15-Feb-19,5,Eko Purwanto,can't live without it!... it's a must have app for every Android smartphone I have
15-Feb-19,5,Betley Heru Susanto,Better than BukaLapak. Pls William stay away from Politics and Religions issue. Keep rocking!
15-Feb-19,4,Allycia Devi,hey can i ask i want to change my number and there said i should wait about 1x24 hours. i want to open my account but i need to verification
15-Feb-19,5,Muhammad Ardiansyah,"cool, you can find anything here, even pay your bills and installment 👍🏼"
15-Feb-19,4,Anna Keke Widitesnowati,Still wish for more free shipping service. Keep moving on.
15-Feb-19,5,leonaldy sintesa,Nice app.. So we'll until know.. But why the portions of promotion go lower than before.. Just 5 %
15-Feb-19,5,Abraham Timothy,nice app!! cant believe theres such an innovative and reliable online shoping app in indo!
15-Feb-19,5,Hendra Gunawan,"easy to use, lots of promotional event, very good apps"
15-Feb-19,5,Satria Wiguna,great marketplace apps. i used it since 2016.
15-Feb-19,5,Mimi Mimi,THE BEST MARKETPLACE MADE IN INDONESIA. Haobang!!!
15-Feb-19,5,Ign.Cahyo W,love the user interface.. easy to sort through and filter thousands of items
15-Feb-19,5,Brian Tjiasmanto,great experience to shop at the best marketplace in Indonesia.
15-Feb-19,5,Tedi Muhamad Setiadi,"used this app since the very beginning, useful and helpful as always"
15-Feb-19,5,Andi Djoewarsa,great! found all things I need. super helpful
15-Feb-19,5,THOMAS NAULI,"Best customer care, quick response."
15-Feb-19,5,queen savitri,A good partner for seller and also for buyer
15-Feb-19,5,Dimas Adhi,"Best place to buy your online needs,, 👍👍"
15-Feb-19,5,Irvan Pasaribu,"My trusted online store, keep your reputation"
15-Feb-19,5,Malvin Pilips,"love to shop here, many products that are useful"
15-Feb-19,5,auto nice mic,business is business....don't make stupid step ...👌
15-Feb-19,5,katherine adeline,always on time. easy to use. good product
15-Feb-19,5,revend reev,easy to use. connects me with the market
15-Feb-19,5,Yudianto Setyowidodo,place where you want many options of products to buy and becoming seller as well.
15-Feb-19,5,Erick Martinus,Good Application.. Keep it up..
15-Feb-19,5,Puji Iman Siagian,"very good e-commerce app, compare to others"
15-Feb-19,5,dennis yapsir,"Nice apps, many prominent and reputable sellers.."
15-Feb-19,5,Nick Judyono,so helpful and I feel secure to shop ..
15-Feb-19,5,Sarah Tan,i fall in love with this application.. sukaaaa banget sm TOPED
15-Feb-19,5,Coky Aritonang,trusted so far... keep developing goods ya
15-Feb-19,5,Made Msi,love your user interface and the stability
15-Feb-19,5,Susanto Sigma,best online apps. easy search
15-Feb-19,5,Bagus Pambudi,"great apps, great selection of sellers"
15-Feb-19,5,Dimas Yoewana,very easy to use. CEOnya ga aneh2
15-Feb-19,5,A Google user,Best e-commerce app in Indonesia
15-Feb-19,5,Sky Yudas,best e-commerce apps in indonesia !
15-Feb-19,5,Edi Purnomo,Best e-commerce in indonesia....
15-Feb-19,5,Smile Upon Me,"E-commerce - marketplace terbaik, userfriendly 👍👍"
15-Feb-19,5,Bhrata Sena Johana,the best marketplace ever.
15-Feb-19,5,Delusia Ester,good app and so easy to use
15-Feb-19,5,Henny Maulidesmihorn,best online shopping app in indonesia
16-Feb-19,5,A Google user,"After sales service of Tokopedia admin towards customer very good & helpful. One day I got unpleasant experience from one of the seller, that problem was well managed by the admin of Tokopedia until i can return the goods & get back my money. Customer's satisfaction guaranteed!"
16-Feb-19,5,Suzana Widiastuti,I'm a loyal customer since Tokopedia was born. They always make improvement. I love the UI/UX. Good job!
16-Feb-19,5,Dwina Andrea,"this apps is really helpful and easy to use, i always pay my bills using tokopedia because tokopedia gives many promo. thank you tokopedia"
16-Feb-19,5,Astri Wahyuni,"the app is very useful, i can find everything in this app. so many promos and cashback. can't live withour this app!!"
16-Feb-19,5,Prima Yudiya,The best market place app. Easy to use and have a lot of customers benefit.
16-Feb-19,5,A Google user,This is good application ! I need this for my activity. Thank you Tokopedia.
16-Feb-19,1,311807 311807,"a lot of complain about payment at this tokopedia app, i have one issue and unsolve until today (3 month)"
16-Feb-19,5,Marcius Tan,"Enjoying it. UX/UI still can be further improved but id throw full star anyway,"
16-Feb-19,5,Rian Firmansyah,really useful apps! i can easily pay my bills with this app
16-Feb-19,5,Andy Susanto,Nice apps that can bring local business more competitive
16-Feb-19,5,Anton Angka,A lot of useful important features. Just what I need.
16-Feb-19,5,Pauline Leander,Satisfied with the service. Excellent.
16-Feb-19,5,Farida Azwir,keep up the good work... keep my sales up maksudnyer 😍😍
16-Feb-19,5,Lia Damayanti,"user friendly, must improve customer service chat/online"
16-Feb-19,5,Bayu Setiawan,keep your business away from politics
16-Feb-19,5,A Google user,very good service as seller and buyer
16-Feb-19,5,Stacia Gani,Found what I'm looking for here!
16-Feb-19,5,alvin brian,Make online shopping really simple :D
16-Feb-19,5,A Google user,best interface. Best UIUX for marketplace
16-Feb-19,5,Afiah Nurtasari,Very good app. Satisfied.
16-Feb-19,5,Donny Wahyudi,Best e-commerce in Indonesia
16-Feb-19,5,Geofsans Creative Factory,very good and very.responsif
16-Feb-19,5,A Google user,must have app for online shopping
16-Feb-19,5,Jimmy Djap,much better than bukalapak...or bukahoax ya??? hmmm
16-Feb-19,5,Muhammad Rizqi Riandra,UI so easy to be understand & really with enjoy with this e-commerce :)
16-Feb-19,5,Handara Prathama,usefull application for online shopping
16-Feb-19,5,Kuncoro Wijaya,Great marketplace for Indonesian people 👍👍
16-Feb-19,5,Rina Maryani,tokopedia is good online shop.
16-Feb-19,5,Mohamad Fhatir,"good app, friendly UI and UX."
16-Feb-19,5,Erham Zar,best online shopping app in indonesia
17-Feb-19,5,Shisuka Furada,"There was one transaction that failed to be completed and the admin had been so cooperative to mediate both seller and buyer by finding out the best solution for both parties, although it took quite a time. Also, much much better than that ""other"" online shop.. #stay"
17-Feb-19,1,Amir HM,cannot pay with credit card. and the lastest customer support says use desktop version.
17-Feb-19,5,Novi Novi,It is a good application to find a bunch of stuffs and friendly user as well. Well done Tokopedia
17-Feb-19,1,Muhammad Ridho,so much Bug and always laggy. crash constantly. I'm sorry tokopedia
17-Feb-19,5,Widyastuti Noviandari,"so great, and i can find stuffs to decorate my room"
17-Feb-19,5,Hotmatua Parulian Hutagalung,Various items various payment various courier. Keep up the good service! Btw when can i be your doorprize winner? :)
17-Feb-19,5,Jonathan Rinaldy,"very helpful, easy to use ! user since day 1 😍😍"
17-Feb-19,5,Jeremy Andhika,It's very good! Great vendor!
17-Feb-19,5,Adrian Sugandhi,great app! loved it always use this app daily
17-Feb-19,5,Jefry Batubara,move all of online transaction from BL to Tokopedia
17-Feb-19,5,meisty andini,"user friendly, clear and fast"
17-Feb-19,5,Guardian Yehuda,very usefull app for daily use and shop stuff
17-Feb-19,5,Dwi Apriliantoro,The most useful application
17-Feb-19,5,Andi Fitriyanto,"best app, much better than bukalapak"
17-Feb-19,5,dody Dokong,now works well thanks tokped
17-Feb-19,5,A Google user,"good apps, fast, simple.dan accurate"
18-Feb-19,2,keanu kantono,whats the use of this app when the sellers are all offline. cant even buy stuff. and when the money is refunded i cant even receive my money as the bank account would not connect. been trying to call them for past hour and not a single one picked up their phone. how is this a users choice award. bet...Full Review
